BLOCK;DATETIME;TX;DONAR;DONATION[BTC];DAYSUM[BTC];DAYRATE[AGS/BTC];RELATED_ADDR
278487;2014-01-03 22:25:56 UTC;d61211bc4421308f5171706fa42b04b3fd69ddcfd85fcf0c20ac99e6371c163b;1NLFsmrj4c4JcnLsj9rSfHa9y5jFqKhUw4;0.06;40.70092346;122.84733551;
278487;2014-01-03 22:25:56 UTC;a5f942acc1222bc599ad02c3ad0e70ebdf0a67f9d6d77dabe71e8e7747fd57fb;1AEZ3XmuVtvBXUp2Hkt5fL8RGFraYUeLfb;0.05;40.75092346;122.696606;
278488;2014-01-03 22:29:12 UTC;feb89dcf899a461f121eb176a68fec0a565650996627682a66371f322e16013c;1BtUGCzdWgfnshkUUtoPC5bRyp1CLSZnRU;5.0;45.75092346;109.28741153;1he2jBGhuBvcwqKkWjvjyQmddJ1cQAJnp,13RyS32JhA4NGXnAkAZasJZKcv88hx1FDS
278488;2014-01-03 22:29:12 UTC;8d96ca12aab3df7c14336110b9d653ad2e8c89f08cce8d37ed93ede502e96184;1AiVzcsKYhwBEFGKfdnTtdwTqoDnEYUvjC;0.05;45.80092346;109.16810453;
278488;2014-01-03 22:29:12 UTC;363704e728193d0c1377979015cfe60b083a800a45fe11184b3838d3f92f37ce;1HNTcwqp4DUQP83BZ1MgJ2X6FwQZJ9h22s;0.2;46.00092346;108.69347013;
278489;2014-01-03 22:49:40 UTC;7680d4c4a68550b97f3ce8b3d105c0f47e135cf2290973b579936f06431ab7b8;1BZdPdwda3huiYJUPtnRRrYcoZBe35GSm6;0.002;46.00292346;108.68874463;
278489;2014-01-03 22:49:40 UTC;8b080b4e1e07309637c52f219cebc5bb19534b090d451fd05a202c02262b0326;13thKup5emWHN6Wqj6FoAA9boPzxx84ig5;1.0;47.00292346;106.37636198;
278489;2014-01-03 22:49:40 UTC;41b84a40a8713b25ead07eda269233e0728cbb44662242c1cd3fc8cb022aeb26;1CgxXi7ovDnK7t1yXCSFZx41ALXGrZCqqD;0.012;47.01492346;106.34921068;
278489;2014-01-03 22:49:40 UTC;d056d21ef07c28ccd6d85d4dec416ea78f290e205fdcb975271281ac0af06f16;1FpSZnWZbVZ4r5RkZRcpbVSeC2Avhex9ht;0.101;47.11592346;106.1212353;
278490;2014-01-03 22:55:46 UTC;2595e6fafef5ef41356e9daa5f0ed7fba5e9509d637dec44273a6096b4948dba;16eobWhiJsRRCgRQCKWW3ic5K344avyXQ3;0.05;47.16592346;106.00873752;
278492;2014-01-03 23:02:54 UTC;fe7251eaff0ff4b16e3d8d02c483af3ceddff828a7292d4d0ff40224fd820bb3;16W9ES1YabbMBcKXHxxFHoGYc4fkKR2MCD;0.01;47.17592346;105.98626658;
278492;2014-01-03 23:02:54 UTC;8cba1f8ce52de680b5ea7cb8a270ef15f07dfad972af30f96401de334b3b1021;15gk6sHqdwBrcGDp2YDEBKRuohVqLEy57V;0.071;47.24692346;105.82699642;
278492;2014-01-03 23:02:54 UTC;4f9488ee3111428ae32cf897c83c57fcc4984ed987274dba522febe54ad9a4f5;1PKztBuJghnBnA7baWUqencPKxjCLLiLgH;0.06645872;47.31338218;105.67834658;
278493;2014-01-03 23:36:30 UTC;a2ae117e77d4a43afc8dc67817f1df5f0e3e91a8504731e2d47411c34fb88774;1GYwexGWypW3QftFjUGBgFK66rxvPiG988;0.05;47.36338218;105.56678535;
278493;2014-01-03 23:36:30 UTC;3e8ff0f40460da3494035c624adec7eba2d062a29b14ce9c34a0c71468295db4;17W8J26UsWy1Af31KMUFdLGVyybbHVxMvt;0.1;47.46338218;105.34436802;
278493;2014-01-03 23:36:30 UTC;354c8bb7baea8ca476c660988a435ee61776e4f183115d71ca987016ae8226b7;1KKh29VUMuMFwVwHHvyevf9RbdNFrRPoRe;0.0149;47.47828218;105.31130804;
278493;2014-01-03 23:36:30 UTC;328e7f669a51867ad22a37fcbcc2bd778a49acde33656137e6fe5657fb53780a;1PT4RVr6hXbVjNTHhDp3UMNfm3LvXCaJZ3;0.03;47.50828218;105.24480723;
278493;2014-01-03 23:36:30 UTC;25068d2f7c30852b460679b06ac3cf06397382fbdb6f37d8d446ab812f974bac;13JAs3NetTKnnuMqxsKC1JGdCmY6EgugJX;0.02;47.52828218;105.20052;
278493;2014-01-03 23:36:30 UTC;4b2b36bf7f51499e07570d8159a60a80858c47154c355cc099423227c637d498;1PkcshQgSa4iUwbBeSDh8Qp3r4D5WUy3uk;0.05;47.57828218;105.08996481;
278493;2014-01-03 23:36:30 UTC;309469c4dccb693f60e17253fce0035fe6c54aba03a4cdde490fd1b76cebbae8;1QKKLzbfy7vVSk9DWYQEHS2hjqE71ATjkE;0.46;48.03828218;104.08365522;
278493;2014-01-03 23:36:30 UTC;c299ecfc87f7f4d8fc88e037b26d1653341b7a7d276f1821dbb7c517086612df;1JkVu58QQoczvRDk5g5RbfrNnvaveSttP1;0.01;48.04828218;104.06199292;
278493;2014-01-03 23:36:30 UTC;6fed1cc6638632f8923898adca296ec8f335c0bdd5b3abbdba913d7f71574912;1JjChrvbPeNnEwopKnnpiQKK3FUtiMZjtN;0.4953;48.54358218;103.00022733;
278494;2014-01-03 23:50:55 UTC;1cfedb6a98c71bac7cda1dda809544fb0546f9b74826157ba3e177a13ed6bcfb;1ExiAd4aoXtoiUdhPcyRzEVykmqLXCyQTX;2.0;50.54358218;98.92452779;
278494;2014-01-03 23:50:55 UTC;ef58f09fd8e3caf7bd74e6425aa34adf1c80e70f5ea766cf868b5d243c606df8;1JQZDf4TTvw7RYGSUFdTH7t2uHHwj57x9x;0.02;50.56358218;98.88539902;
278494;2014-01-03 23:50:55 UTC;44f45b578e24c28295a51f1aa7516eb63d6a2fdbbc52b45bf34b5afaa9c53e6b;1KzwvuPNNtHJhSs61Ax9ne6CNrZF8z6AnY;0.00923662;50.5728188;98.86733859;
278494;2014-01-03 23:50:55 UTC;718039e43862be1e020c017ac3b6177b33c1534a834c1a137629fb113922d3ae;1H1bJ13eR9fZjzYATxHAEDafN13zUjnDVQ;0.2;50.7728188;98.47788872;
278495;2014-01-03 23:59:02 UTC;905b91e818d99e0e9d0d796fed0ef946ec20ebe461b6c9f4d994614cc8e85b89;1376AFc3gfic94o9yK1dx7JMMqxzfbssrg;0.05;50.8228188;98.38100519;
278495;2014-01-03 23:59:02 UTC;c19580c381c238a4ed73cb1f9899ecf849a22c2775209b5d070f94039676f8e4;1NYns2ZgXsr6Auz2o1fxmDi1LMrWJneTCZ;0.1;50.9228188;98.18780888;
278495;2014-01-03 23:59:02 UTC;6c604da97e6fd095054582d2be22c764d1b4158dad0c8fb0f371d6798ecf6f2b;178rwCzpPPAcA14WdiCCRsJZLYgVwSrwSy;0.1;51.0228188;97.99536987;
278495;2014-01-03 23:59:02 UTC;c96c8db57d2864cbcf75b4807d18cff85738618dd372024e3b082a217156eb01;1LUhXPdcF4ig19bRG9gfWaHgidCPay8VBz;0.1;51.1228188;97.8036837;
278495;2014-01-03 23:59:02 UTC;c824f0bd2eeef7a5c639622d145d89e1aefab1bb95593a34215197775ea8d654;13U4QUfFX2tacimTkVo9MvfwzLzsfDbZYd;1.42;52.5428188;95.16048271;
278495;2014-01-03 23:59:02 UTC;29edc4086c10df71245f4a2d4913904682c1fbb65e43cdb06ee6e100052fb879;14GpD2cE278JVFVUTDyBdqdHatqNw12PfK;0.2;52.7428188;94.79963555;1jKkmvXaJwwq6ArwHRRrd9BrnECyPzH93
278496;2014-01-04 00:01:46 UTC;a8a638719cc37b43e73f99a74efedf403118c3dab5713fa7a8df277b272eab35;127EX5gx5qD4H6h7cvSLNCHV46mJWbhbBg;1.0;1.0;5000.0;
278496;2014-01-04 00:01:46 UTC;1ba58d36bf3f3d2b1e87fe072898e83e21adcfdb941c131fc906dd39e42c7b5b;13xryvjs4tV3iTA9no9vCMBp9pYXhfWzCk;0.1;1.1;4545.45454545;
278496;2014-01-04 00:01:46 UTC;69d39c4e1035230b573b6a148d4c1428f9c1ed5c9e3b496e20b53baf30f6224e;18rhDbcF7vNdCakg23AFef31L2YcYL5hDW;0.003;1.103;4533.09156845;
278496;2014-01-04 00:01:46 UTC;a6cbab2b8094a7735098edd929b58bf127a05dbed9c676f062ffedee40eaf4a8;12Ha8fbc7h1RVULKenRJ3sEWaJxskoJLfg;0.1;1.203;4156.27597672;
278496;2014-01-04 00:01:46 UTC;74cdd355ed738ec634dc6b7e7dcd9dd1250348dd35c1a8a88289ebe292949458;1B8S3gpNQBADMCPHgEo3XdBArDhT2Ps6h1;2.0;3.203;1561.03652825;
278496;2014-01-04 00:01:46 UTC;e9895913bce4683668cd6ad51aabaad08dcec80c18b28168015438aff52a7a0e;1NLvSZNWrCGSkouq5ufSLyDh81qBgSzx2x;0.01;3.213;1556.17802677;
278497;2014-01-04 00:12:18 UTC;78bfa785688f00b6322a235492c1cfd42e96d4e93c450ba979e933c79ff895b7;129kta1ayi1kYtdPxVfD6Jh2hNjXs7pBFZ;0.5;3.713;1346.61998384;
278497;2014-01-04 00:12:18 UTC;3c216ddd19390e8a0165a0c2190be84c35a2ba93007691304c9deae80a33fddd;1NqZPVycDsGS2SZF6DmKPk8PC8vWfwaBvw;0.0195;3.7325;1339.58472873;
278498;2014-01-04 00:29:41 UTC;b39173eaeb494cd07d4513e04a1238bd389f1a72a0706204086337633b7008dc;1NqZPVycDsGS2SZF6DmKPk8PC8vWfwaBvw;0.01;3.7425;1336.00534402;
278499;2014-01-04 00:39:37 UTC;70568d96d71f4aa2567daf8fde863001281995da584becad21018ef3183a20cb;1B8S3gpNQBADMCPHgEo3XdBArDhT2Ps6h1;3.1831329;6.9256329;721.95567859;
278503;2014-01-04 01:16:32 UTC;6251dc2801fc38203d0037b6543ec890e517bdd72857328b5bafff10cd2686a8;1TyZwb2Za9KTpfnXNphTzuftwvoZo7oZz;0.02;6.9456329;719.87680201;
278506;2014-01-04 01:58:14 UTC;71d206a62005868b4de0aa431c3b15d73ff55922a18e1cf621b232ef5e4ddbda;1Kgq66bBDshPGZnjXzRK7U7AgmywVpFdrj;0.15;7.0956329;704.65877681;
278513;2014-01-04 02:23:23 UTC;0b9a507bde966463f03862a9e6303264b56d038ed70f78115bdc3a4d0af3550a;113R4yqLkEGQ7ttLci9ojeHsy5HNSebHs2;0.2499;7.3455329;680.68580838;
278514;2014-01-04 02:35:35 UTC;07d9f6f9ed6df25e99257057666a3a3915be3b09c0069bb78d3e27e1078db91b;1FCwYLLdxpvDMiUMMdkVXPH1Gvz42CzDiX;10.0;17.3455329;288.25865592;
278514;2014-01-04 02:35:35 UTC;37acec8fea91194fb7ae47b17c2462fd589cf54fef34ddce9ce709a1d592df6b;1PaPeaZKfNzc7uD8VvXLKyEbxc3roHNzEn;1.0;18.3455329;272.54591225;
278519;2014-01-04 03:29:09 UTC;5b2154d55b383bb544ddf27d789ca1181a0f4393bdd5cc6319d5e09112b9f5aa;1AUeyAuwyHmU6KMWjjhjTsTaazAnrW733d;0.1;18.4455329;271.06834089;
278522;2014-01-04 03:35:57 UTC;c4acc185a6d57c8ccd1982c2ef7044385426066466c3d793e6d7721128f0e00b;1NbWC1dhvccjt9Wq6EGVmbUkGhQCz3MwzN;0.025;18.4705329;270.70144793;
278530;2014-01-04 05:32:41 UTC;dd4c5ad4eb2b7a7c4aecebfb8a2c71e18b2d86f4209bdb816f2520980fcff7eb;1GxYLTQx3ZvVNpwZMHz4vw342S4b1zVAwk;0.04;18.5105329;270.11648055;
278534;2014-01-04 06:19:38 UTC;1d75634245ad75f53280d53811d486f5e7e914d560c163bceb8a67e3640d8c76;134EBRuNp3kyhBHXLbg6Zbwg3BMpudTgkx;5.0;23.5105329;212.67063666;
278535;2014-01-04 06:40:15 UTC;07f3b3689f9683a84a1fe83a65899b1ee97de77a8ade6dc89b1f7318e5029ce0;1ANAf2xhRYotc3fQiqwPtx95u8BviZ217o;1.0;24.5105329;203.99393275;
278535;2014-01-04 06:40:15 UTC;adcdcbf34cc8fa5ede5380592e2f0caaed07370ab4104053f05cf4526102d5eb;19iDaL166QHjPAjcuVCAMp7J6xoLDn3Gu8;0.1;24.6105329;203.16504402;
278537;2014-01-04 07:49:08 UTC;c17e19793803553eb799b75046dac09ba226b4ecc49fea14a4754ebe84bf34e3;16XdyoGd6kdShHppMZGPZhHaYfLsMkiQcR;0.025;24.6355329;202.95887328;
278537;2014-01-04 07:49:08 UTC;665887ec826e1170cd9b9060e4fb2c05eb022db84121fd9ba5afa7db29c9a71d;1QGXFun3DWwtPtygKxTU6WbpwviSrbL7xv;0.02;24.6555329;202.79423772;
278537;2014-01-04 07:49:08 UTC;a91862cf63c2a5156f142f750abbcb91c865cc1a7020e3352b474373c0438003;1FKz8GbzrYjN8zbXgj9AqB1TqDMq6UHhiJ;0.01;24.6655329;202.71202006;
278539;2014-01-04 08:14:26 UTC;3eea441eb6fe186adbb4569422d175544e1e5bf31ec2122c7c5fffae9d443fad;1aQURHDuebbJEbpBQxkWRAdW8TX8ofU17;0.1;24.7655329;201.89349529;
278540;2014-01-04 08:34:32 UTC;992ce38cf278a942f11919b4e33a9646eedf045817a86452a1bc8cea2b9f8dbb;14BzNDsvESeGVKArp6vPjH92vazTbq49uR;0.1;24.8655329;201.08155414;
278541;2014-01-04 08:39:07 UTC;7a92fa9605c1d103ec19d0583ed9e1ab8a7a930a6e08295872c5e718cdcf7ffc;17d7wmYAxkx8QCPMYeHmh3gEsGmYoL98ZZ;0.0851;24.9506329;200.39571822;
278542;2014-01-04 08:42:37 UTC;a0a25b7c7a287e4f887b4bfaf437b0b9e552e12ea954ed3c793ef0af5b1b2705;1NhYWrujhFafee9JL7nbFYLxjy3kUXaop1;0.01;24.9606329;200.31543351;
278548;2014-01-04 09:48:50 UTC;ea35c30ca3c8375384f1417166c48ad2b7e3d010fdbca09e80bb67763645d76d;12ES8KRT4sbzkz34CJrSTt7EvZzvr9HixG;0.49735;25.4579829;196.4020488;168sgZyBUZgv5MHn7fccsxFXZfqXkgJamN
278553;2014-01-04 10:58:35 UTC;6fdaf48e4a70c27e1d895f56c30b744c6301f7df1f018c2a6f83673c20a41e74;1hsSMMzqvxwF1B4V8w1jvQ9RvzDwLvm53;1.0;26.4579829;188.97888093;
278557;2014-01-04 11:09:25 UTC;5dd3655ef50669b944fb16b77157097f5c2836ac5fb78e0abbac5555015dd367;1CA1ZoxRjjKsj8KCvd81p47g3ZifgJbopi;0.1;26.5579829;188.26731001;
278560;2014-01-04 11:30:44 UTC;1c3db0301a202929c0140c8e0f90997b5ec3155dbde2d2e3f2d7e867756fa830;1CdfpyqpNo3dLnmGsbZBuGZ1oPaq8tdFuM;0.02334472;26.58132762;188.10196659;
278570;2014-01-04 12:19:47 UTC;f863d5f7c8c94dc937a6ade36bdc81c5742afb12a599d88830e24dc0b6d33ded;1143n85D8AEH9RMTL8M2yXvopCmveSpjiD;0.02;26.60132762;187.9605436;
278573;2014-01-04 12:36:08 UTC;a2842f48bab0ecaf5d8e85697a6401e57444ee4e0149b8b3033b534c6a5ab463;1794gm4QFLfh9S7XJjseTGNiZqXHZLNXF9;0.04;26.64132762;187.67833463;
278580;2014-01-04 13:19:33 UTC;39abbc47419851c7221cc6a7786da0d62fa6df44368118ab37a723531a388a8a;1BugYoBNg3QniUFz9MYNxbxBci8p1ztd6E;1.0;27.64132762;180.88856182;1EqE3BhB17qRXXXEaWofHsa86gFHFzyqko
278583;2014-01-04 14:09:06 UTC;b9a4c039b0cfcb5246915bbe2e687828675f924a944ed7e5106d530afabe86b9;1E3T31jbmDuYHPYno8SiQ3vg6J4dkWSKzy;0.025;27.66632762;180.7251063;
278583;2014-01-04 14:09:06 UTC;c218a70d131e264f9f6cf52dfa7c156609fad8200f0196abf88d9e1e527eecc5;1PQV79FF7Gt3Fp9bY6JCxPo8jwM93HdWra;0.1;27.76632762;180.07422762;
278584;2014-01-04 14:11:55 UTC;bab1fc6314613de7bc3392689d8a59dff8faafca0e803e0ad9252491b4fdbe2e;15BJwmXx6bU8znS88C4BY4PQGe2jdjkiXa;1.0;28.76632762;173.81433133;1PAkFovw7aEVGBjXGAGtbpemYZu7WFHfj6
278594;2014-01-04 15:11:36 UTC;fb03407e898102b131b36687402f38ee364254a19b4e0b80cc08a08582f474dc;1CXM5comuE2Vapb512hYtAeFmk3Pwa8qmb;0.03;28.79632762;173.63325164;
278594;2014-01-04 15:11:36 UTC;c01f0d26d9fd99a36f50eeafcfbcbd9008a46d5cfa617d092ce6e00e531cb629;14Ntbt1fRcAzreQUYtmPSJynsyuMKFxFmw;0.15;28.94632762;172.73348335;1HRomwYh98owAbe7SYtA45Wki73KWpyt7E
278597;2014-01-04 15:55:40 UTC;6d7c6e819fb79106f995a952d5b6cf9c3e2e18661bfa32faf77504f74004243f;1M16SzSwY9RXpxadEyQ6vdjnNUntk4iogu;0.21234;29.15866762;171.47559913;
278597;2014-01-04 15:55:40 UTC;8a96b0a6035d05a73e94dac9b5628d3752d68bd5c779257942ae3be7c1a69969;1PaPeaZKfNzc7uD8VvXLKyEbxc3roHNzEn;4.0;33.15866762;150.790136;
278600;2014-01-04 16:33:11 UTC;c67b733d79cf51dc31327f2a631eb0f0fdb6d49e5a94f9586028ffa3cca42550;1HpMJHFNyLrpTGR1b3WoKciBGDkP2fLsaq;0.05;33.20866762;150.56310169;
278601;2014-01-04 16:36:06 UTC;1ddc185ab89b36f4591d4a81f65c721e621ba77c020f01ea4c499056d8eef920;12tZFZL2Fcw5d5NyvHG35oK6tLwEjCfNhN;5.0;38.20866762;130.86036;
278602;2014-01-04 16:50:41 UTC;3ecdacea48d4c05c56315625d759845289a85f304249c57c89572e157d1c35c0;1G52tTXZbPKhYkbXAoG3TZQGCYPJBPK9rt;1.0;39.20866762;127.52282349;
278602;2014-01-04 16:50:41 UTC;2a477c66c238e7890cffd7f8bf96a332d794ab5305bb1968d9ebb69a520a0e69;1Q9Zvkd1LLt3Lazo586Dos3MDvoaEMoj1D;0.04;39.24866762;127.39285951;
278602;2014-01-04 16:50:41 UTC;25b4afe70586c36430bb75519d8bae686715c655d8acae52f864ff5291aa8314;1FpEiNRrP4Ro627q1H8wZaN5RNEzT5Aj6J;0.5;39.74866762;125.79037989;
278604;2014-01-04 17:29:57 UTC;d2e553021767baf9bef038e698136fb683f4c02f930175cfa770bf2a2a74ae6e;1MrYangSmxW44YU4eXfFSGcWeymbTKtTcd;0.04762129;39.79628891;125.6398558;
278604;2014-01-04 17:29:57 UTC;33c91e5738b54bf8b78d2f492675055ea33fcf8e5c1807349d4b0b317ecd45ba;1GtwFWDygueHz6WfMr9Tj2suXKrEeiCtTu;0.0499;39.84618891;125.48251506;
278604;2014-01-04 17:29:57 UTC;1c9993fcb87cb224c716beb0b66fc3ce3b811ae74444cd394621b75644e65cdd;1CJdk5x9E9pPdDMwKQt3hdGKdYcTtqYdoQ;0.5;40.34618891;123.92744235;
278608;2014-01-04 18:11:21 UTC;a08478d5684b6639ad0a135ec29e19511ca1487d346a0e1cc685a39356b33e4b;1PsVttUXhCrBRSDWp6f3LRED1vdF23Bdyj;0.1;40.44618891;123.62104156;1GQJoxjijF8NVmQG1mbseNqdVWbj2tfTWa
278611;2014-01-04 18:46:07 UTC;5db67100db54e1e7bfaf20004d0280c609b40f169009d16f07450f4bc1bfb647;1MchJEiV9TWHdp2xLXw3HwjgJ9V92i8heq;0.09452519;40.5407141;123.33280533;
278611;2014-01-04 18:46:07 UTC;48aaf2c72fdbc3e19186b56bee6168dfb5ebc75e890bf188540c825499a611a9;1M6w5e5eyGqcutgfikXxas2RL4eB46L82i;0.5;41.0407141;121.83023882;
278611;2014-01-04 18:46:07 UTC;7bbb4dcea79ec0b4cc7df7721ee60d9c4e3d2d3d73290d6e9672deef8b9d12e7;1EGWdJNXAYpnRVUVKLD5avxS2vh7F4h4dZ;0.05;41.0907141;121.68199335;
278611;2014-01-04 18:46:07 UTC;95d57abe50de682cc4dda7a215713c38bf8001e97a83976f641711e8df74d135;1DiHiNRmmgVipL6KJiiQcEVyZ3DuZyduwN;0.06;41.1507141;121.50457433;
278612;2014-01-04 18:50:12 UTC;c59c1a8d1dc84823282ec96575377909dc9c123379c11730d10a2e830ed75b75;1Abyi1Q26f59K3t6FWPiBFQjJHcdtwU9BH;0.2;41.3507141;120.91689609;
278613;2014-01-04 19:03:11 UTC;0a73c831a58dba8234cc40349f29fde4bf7683bed9bd68314a7acdd4eb594660;1AEZ3XmuVtvBXUp2Hkt5fL8RGFraYUeLfb;0.05;41.4007141;120.77086371;
278615;2014-01-04 19:33:58 UTC;3d485a7d13dc7845f3fc8be0bb8b2e0450d3b4ddab973867113df68acbe9e62e;18wrYSxdGgaDGcHKDEp2sZkgwWFcPJVbda;0.1493;41.5500141;120.33690261;
278616;2014-01-04 20:00:04 UTC;0c4856e1aad8493549298baa95d40a92201241c318d4f070b527a79e8cb3e25f;1PKztBuJghnBnA7baWUqencPKxjCLLiLgH;10.0;51.5500141;96.99318395;
278619;2014-01-04 21:03:04 UTC;fbb6f13b167de18b375bf03c8808eadde68ef76068974f82ffdb57c51a668885;15rv6Xm1RTssJ7gaDyQJCDeTs6UX7kSoUy;0.5;52.0500141;96.06145332;
278619;2014-01-04 21:03:04 UTC;0c8f16f97640afdb898878cd2e6300869e9700ca1fa9fc6e1c474c845c8a4fc0;13K1Sx9bLV78jhMTwHXaFevMQYSg5FqZQU;0.111;52.1610141;95.85703204;
278620;2014-01-04 21:42:02 UTC;53dc855534fbfa868c5dacf02d530d9c3bf886414abd9f5030cf1963de3127be;178rwCzpPPAcA14WdiCCRsJZLYgVwSrwSy;0.114;52.2750141;95.6479895;
278622;2014-01-04 21:59:03 UTC;d9c418b25fd41d483bec634f415db12e1dcb524350d98351a2240091d237c06c;1EU77HKw5RibJmZ2yHzWzMLMrD1KUbEZ5k;0.049;52.3240141;95.55841779;
278623;2014-01-04 21:57:20 UTC;32895b62937f1aa4cbf89ef833c958e3a04201fe4a3053b44548aa8c514b511c;1DGDsmkVTaZaQJJtqjNucHxL36A1qcX45B;0.02473224;52.34874634;95.51327108;
278627;2014-01-04 22:34:52 UTC;b8ff1d09aa5091822ac5f9276dee4707be88cf854fec0076fc7759775fe7113e;1CKcjPriEyzNTZSPNgDjdEStjfnKZj75VG;0.8;53.14874634;94.07559621;1DooG7gJqZmpQKL4c1FVjDcWhUdXSKM41c
278627;2014-01-04 22:34:52 UTC;232c43c6834cf914e01c97a04cb417d3c6596ca741c0cc8c09ee896f9b4b0f9d;17NP28rtcuV6xKXhb55eAgAVFG4Xrc4vJV;0.2;53.34874634;93.72291465;
278628;2014-01-04 22:39:56 UTC;e3abf29009608b4c4af4bbbc45b5a5a3de3dde7369f73582972c40f7f5b79c3c;1PQV79FF7Gt3Fp9bY6JCxPo8jwM93HdWra;0.3;53.64874634;93.19882273;
278629;2014-01-04 22:46:03 UTC;8a1222de6628af164ba9c39cd299981ed50d1050bbc326fa64a862e7803533ea;1KKh29VUMuMFwVwHHvyevf9RbdNFrRPoRe;0.01;53.65874634;93.18145393;
278632;2014-01-04 23:03:36 UTC;b0942587a7c0f3989e2b81897ae1891ca855f6990f95b85dd78ee4d17afa1df8;1P523Nhc13BnJ27Mxu43wzBoEnSZdaEfpe;0.1;53.75874634;93.00812129;
278632;2014-01-04 23:03:36 UTC;0a46939987de6cb26fc454ec8d1c18306fddd486af4d8e20a9bfc016bd5439e7;12EsE17Jaqjy9By1HRRGFevVXQoc98hmVY;0.1;53.85874634;92.83543231;
278633;2014-01-04 23:25:55 UTC;a995f2ddeae72b9b2f32a1bd4783096677b065cda5688fae848041c69412cb13;1LxztXbQmUPKdGZq4n1pggBJKjqqYUMnPK;2.0;55.85874634;89.5114969;
278633;2014-01-04 23:25:55 UTC;fb58f24cda145431ece35266f251e549385c4a8d79e69987808a6a1edfe702ff;1NYns2ZgXsr6Auz2o1fxmDi1LMrWJneTCZ;0.5;56.35874634;88.7173744;
278633;2014-01-04 23:25:55 UTC;b2bb92e81c86da8ca2a1bae2852e4a7ca2a7148578e8b84849c32f887557d6e7;13LvRnnHvyQicGsEYUYEUCiHLBm2bNrkU2;1.0;57.35874634;87.17066392;
278633;2014-01-04 23:25:55 UTC;38833c6615f4c87fac04cfa5be1934d64cad531289ac609717fd51c6949eab1c;1MBnQxLUstvPGF3898u1QuWEj597Y4Cg7i;0.422;57.78074634;86.53401551;
278633;2014-01-04 23:25:55 UTC;c3216a9181f69a1c2e77a60e16a01245bf3484711e17ec2778af019aa3f04e02;13xryvjs4tV3iTA9no9vCMBp9pYXhfWzCk;1.0;58.78074634;85.06186653;
278633;2014-01-04 23:25:55 UTC;36076c58da4055426f0420cc36f4651ee23a4dcf1578572bec1bbe27e563cd44;1JkVu58QQoczvRDk5g5RbfrNnvaveSttP1;0.1;58.88074634;84.91740188;
278634;2014-01-04 23:44:06 UTC;7e621ebdcb7173b22a1107d098506879629d1004834da4cac2339f8faf27e527;1GkD7eWk7msH7R9NkzfJ6wf9qsYkcR8Wt8;0.1;58.98074634;84.7734271;
278634;2014-01-04 23:44:06 UTC;38cf38f4d2c804ae11af5ca279a211a6881a1873b076195861d1a3c27f0c55cd;1F9AcP5Sap7mM4Hm6yWPxdddmGsQdBMikH;0.188;59.16874634;84.50407199;
278634;2014-01-04 23:44:06 UTC;63ca6fa2b77549e114816ec1bbf0e316a37a41d11befca4e58bcd57226bfd4c2;1DPE7dquzpcxLkMEBhiKbnUDMgqVxGcQPo;0.25;59.41874634;84.14852732;
278634;2014-01-04 23:44:06 UTC;472b8c6b2da63ada8ea65b88c52747967f590f9d3d9e4042b97ff9ced6bc4218;17idgRyggDrVHhJHhkJuT3oszLATAzzZqP;0.2;59.61874634;83.86623851;
278634;2014-01-04 23:44:06 UTC;71e223f6e0e3ecf8355bea4323c4449fb684eeda80926872d7aec32d06f38495;1YKJ1B2bPxivMWcza6dLpn2iGMgZp6E3D;2.0;61.61874634;81.14413708;17QogfZqpkkgEFWUXq4oC7q8dUijMz4ont
278635;2014-01-04 23:43:30 UTC;65888879aa36143c05798f7d8ddeac4fb85fbf001ff4c77a685579529dc55ff0;19YFcjfYynZZZVtm4kKtsey1ymT7V1XUC9;2.0;63.61874634;78.59318656;
278636;2014-01-04 23:59:30 UTC;bbda322bd39e4a8bda50807b86eb626b7fc639732e8453f78ac368b0703c0af1;1Pws4M8CgA95Yj3znsFnK9dM7eQDuoFZ5h;3.0;66.61874634;75.05394915;1HALtgYX3mUNFbtUZT2meyNji8czvm7uQE,1HQaLTDDwcTQqC2x63ooCzrwtW7q3wLMPk,1EWx8m9tbcJRmNmTkuvc97e7MjsHy7favv,1Q1qhrfXPvVktmPhDhTiGgf6J4wJZHuBci,1MmurijV4tkV4uWsqKspHTezdcd5Kq2E1D
278636;2014-01-04 23:59:30 UTC;4759c58756de4f82ed763f3debf8394fa9d5abcde5db712204c60b2fb22e912f;1Lk4QBs3NgpGRuEHEr2onBxbnZqGaRhGq;1.0;67.61874634;73.94399143;
278636;2014-01-04 23:59:30 UTC;2620feb519abfd5c2bcfb3bf5e449c110423a9c426587891549c7a0b6d993cbc;1F9AcP5Sap7mM4Hm6yWPxdddmGsQdBMikH;0.188;67.80674634;73.7389754;
278636;2014-01-04 23:59:30 UTC;e4c4e19efa0cacc532e6a15f9040fada128cf4690be43c0f3c8803e34bc0f429;1B1XkwxgZKSaqRSkCFujJsHr75h7WtW4wt;1.0;68.80674634;72.66729305;
278636;2014-01-04 23:59:30 UTC;2113eff7c006fa3e26309d2ef7f535ea619ea965d536037ec5b5afdd7036865b;125ntwKUCSrKNbb8pYm34rpTNmkpjqjB66;0.4;69.20674634;72.24729184;1H1bJ13eR9fZjzYATxHAEDafN13zUjnDVQ
